"sst","chla","bass"
20.5903897087566,0.469195804203103,6.94153921150225
21.3472561402937,0.866489907606646,7.22957174096136
20.7058815737179,0.574494219736714,7.26327642848557
22.2946107559926,0.937204990918203,7.08260106528113
23.7378413430356,671.525325080504,7.50728203070126
22.9527266270628,0.80911466114343,7.090350751861
24.5204321626124,0.493974320082811,7.84184594712302
23.8981305044358,0.643766013313555,7.62208762980489
24.3317425671585,0.6383917968785,7.72712027070896
23.6395525957938,0.882910413002933,7.57727764041637
26.8818812595264,0.69174573545594,7.54960476133743
27.2214660005326,0.462913256975381,7.42168839805204
